clean_path,noisy_path
/workspace/diagnostics_train/normalized/clean/0050.wav,/workspace/diagnostics_train/normalized/noisy/0050.wav
/workspace/diagnostics_train/normalized/clean/0051.wav,/workspace/diagnostics_train/normalized/noisy/0051.wav
/workspace/diagnostics_train/normalized/clean/0052.wav,/workspace/diagnostics_train/normalized/noisy/0052.wav
/workspace/diagnostics_train/normalized/clean/0053.wav,/workspace/diagnostics_train/normalized/noisy/0053.wav
/workspace/diagnostics_train/normalized/clean/0054.wav,/workspace/diagnostics_train/normalized/noisy/0054.wav
/workspace/diagnostics_train/normalized/clean/0057.wav,/workspace/diagnostics_train/normalized/noisy/0057.wav
/workspace/diagnostics_train/normalized/clean/0060.wav,/workspace/diagnostics_train/normalized/noisy/0060.wav
/workspace/diagnostics_train/normalized/clean/0061.wav,/workspace/diagnostics_train/normalized/noisy/0061.wav
/workspace/diagnostics_train/normalized/clean/0062.wav,/workspace/diagnostics_train/normalized/noisy/0062.wav
/workspace/diagnostics_train/normalized/clean/0066.wav,/workspace/diagnostics_train/normalized/noisy/0066.wav
/workspace/diagnostics_train/normalized/clean/0068.wav,/workspace/diagnostics_train/normalized/noisy/0068.wav
/workspace/diagnostics_train/normalized/clean/0069.wav,/workspace/diagnostics_train/normalized/noisy/0069.wav
/workspace/diagnostics_train/normalized/clean/0070.wav,/workspace/diagnostics_train/normalized/noisy/0070.wav
/workspace/diagnostics_train/normalized/clean/0071.wav,/workspace/diagnostics_train/normalized/noisy/0071.wav
/workspace/diagnostics_train/normalized/clean/0074.wav,/workspace/diagnostics_train/normalized/noisy/0074.wav
/workspace/diagnostics_train/normalized/clean/0075.wav,/workspace/diagnostics_train/normalized/noisy/0075.wav
/workspace/diagnostics_train/normalized/clean/0076.wav,/workspace/diagnostics_train/normalized/noisy/0076.wav
/workspace/diagnostics_train/normalized/clean/0079.wav,/workspace/diagnostics_train/normalized/noisy/0079.wav
/workspace/diagnostics_train/normalized/clean/0080.wav,/workspace/diagnostics_train/normalized/noisy/0080.wav
/workspace/diagnostics_train/normalized/clean/0082.wav,/workspace/diagnostics_train/normalized/noisy/0082.wav
/workspace/diagnostics_train/normalized/clean/0083.wav,/workspace/diagnostics_train/normalized/noisy/0083.wav
/workspace/diagnostics_train/normalized/clean/0085.wav,/workspace/diagnostics_train/normalized/noisy/0085.wav
/workspace/diagnostics_train/normalized/clean/0086.wav,/workspace/diagnostics_train/normalized/noisy/0086.wav
/workspace/diagnostics_train/normalized/clean/0090.wav,/workspace/diagnostics_train/normalized/noisy/0090.wav
/workspace/diagnostics_train/normalized/clean/0093.wav,/workspace/diagnostics_train/normalized/noisy/0093.wav
/workspace/diagnostics_train/normalized/clean/0094.wav,/workspace/diagnostics_train/normalized/noisy/0094.wav
/workspace/diagnostics_train/normalized/clean/0096.wav,/workspace/diagnostics_train/normalized/noisy/0096.wav
